1.1122359606244705	1.1194868596353755
1.0453712341037764	1.034605274472979
0.9568475010903114	0.9493390146592219
0.9072599920808773	0.8988344660012753
0.847861983947105	0.850255392683589
0.7986367996304617	0.8013165771068049
0.7431867121185025	0.7462301663982244
0.6808061706690509	0.6843178344165698
0.6216697626076559	0.6256913176583552
0.5548535577079151	0.5595403644000583
0.4762033462472895	0.4818146540077205
0.3910803374511267	0.39789717423435583
0.2987751250718236	0.3071907501183376
0.1814938066524405	0.19248575645733698
0.02137251422684157	0.03717689346246077
-0.2171518462730228	-0.19013410401556158
-0.7830911692245677	-0.6909827336906684
-1.1441907224699486	-1.4838978026584029
-1.4056612357344143	-3.0110167046587692
-1.4103749260634686	-4.099965303470749
-1.40973265913669	-3.863384266433386
-1.407254291269303	-3.4439952367646907
-1.4110476539886212	-3.2651296452336256
-1.4050310313687526	-3.3751686681418183
-1.4095689160854992	-3.6893896539053177
-1.3880019973875906	-3.1129713011620037
-1.3936334783650373	-3.6131518082240097
-1.388662962213048	-3.1495280336097227
-1.3886074724072823	-3.2823596124216716
-1.3916535407725188	-3.3783308905047713
-1.3867594736388102	-3.1572419934164793
-1.3951152425465807	-3.3823880966824564
-1.3907408388582159	-3.492552032708969
-1.400276356313102	-3.009224083965827
-1.3918581824175096	-3.663138380204634
-1.383214776237849	-2.9860670333318646
-1.390968912115848	-3.522378329125942
-1.3863649692195859	-2.9330294721265875
